Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,7.84499979019165,7.84499979019165,7.559999942779541,7.605000019073486,5.991353988647461,3122920
2008-01-03,7.579999923706055,7.644999980926514,7.179999828338623,7.210000038146973,5.680166244506836,5752068
2008-01-04,7.175000190734863,7.199999809265137,6.75,7.025000095367432,5.534419536590576,4427988
2008-01-07,7.005000114440918,7.099999904632568,6.25,6.755000114440918,5.321710109710693,4687020
2008-01-08,6.65500020980835,6.869999885559082,6.554999828338623,6.65500020980835,5.2429280281066895,5152256
2008-01-09,6.650000095367432,7.244999885559082,6.650000095367432,7.21999979019165,5.688044548034668,6215316
2008-01-10,7.199999809265137,7.275000095367432,6.875,6.980000019073486,5.498968124389648,3778018
2008-01-11,6.974999904632568,7.244999885559082,6.974999904632568,7.199999809265137,5.672287940979004,3590374
2008-01-14,7.195000171661377,7.324999809265137,7.099999904632568,7.275000095367432,5.731375217437744,2244844
2008-01-15,7.235000133514404,7.309999942779541,6.880000114440918,7.0,5.514725685119629,3850806
2008-01-16,6.860000133514404,7.255000114440918,6.860000133514404,7.210000038146973,5.680166244506836,3933786
2008-01-17,7.269999980926514,7.5,7.085000038146973,7.199999809265137,5.672287940979004,4532862
2008-01-18,7.125,7.849999904632568,7.065000057220459,7.590000152587891,5.979537010192871,4425400
2008-01-21,7.449999809265137,7.610000133514404,7.054999828338623,7.074999809265137,5.573810577392578,3898008
2008-01-22,6.420000076293945,7.425000190734863,6.414999961853027,7.304999828338623,5.755009174346924,5311868
2008-01-23,7.324999809265137,7.559999942779541,6.914999961853027,6.949999809265137,5.4753336906433105,6261654
2008-01-24,7.210000038146973,7.375,7.110000133514404,7.349999904632568,5.790461540222168,5777430
2008-01-25,7.494999885559082,7.625,7.300000190734863,7.394999980926514,5.825913429260254,4108028
2008-01-28,7.275000095367432,7.599999904632568,7.130000114440918,7.585000038146973,5.975598335266113,2599162
2008-01-29,7.650000095367432,8.324999809265137,7.639999866485596,7.949999809265137,6.2631516456604,4044842
2008-01-30,7.880000114440918,8.005000114440918,7.760000228881836,7.864999771118164,6.1961870193481445,2584444
2008-01-31,7.835000038146973,8.125,7.800000190734863,8.119999885559082,6.3970794677734375,4053742
2008-02-01,8.25,8.300000190734863,8.0600004196167,8.234999656677246,6.487679481506348,3237094
2008-02-04,8.295000076293945,8.369999885559082,8.130000114440918,8.220000267028809,6.475862503051758,3574846
