Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,5.050000190734863,5.119999885559082,5.039999961853027,5.070000171661377,5.034325122833252,196892
2020-01-03,5.019999980926514,5.150000095367432,5.0,5.150000095367432,5.113761901855469,332530
2020-01-06,5.130000114440918,5.170000076293945,5.059999942779541,5.139999866485596,5.103832244873047,171633
2020-01-07,5.159999847412109,5.210000038146973,5.079999923706055,5.130000114440918,5.093903064727783,202095
2020-01-08,5.110000133514404,5.25,5.110000133514404,5.25,5.2130584716796875,291197
2020-01-09,5.269999980926514,5.320000171661377,5.170000076293945,5.239999771118164,5.203128337860107,291090
2020-01-10,5.260000228881836,5.289999961853027,5.170000076293945,5.25,5.2130584716796875,182394
2020-01-13,5.289999961853027,5.320000171661377,5.25,5.269999980926514,5.232917785644531,301602
2020-01-14,5.269999980926514,5.300000190734863,5.199999809265137,5.300000190734863,5.262706756591797,346001
2020-01-15,5.260000228881836,5.340000152587891,5.260000228881836,5.340000152587891,5.302425384521484,645292
2020-01-16,5.349999904632568,5.46999979019165,5.269999980926514,5.300000190734863,5.262706756591797,644918
2020-01-17,5.300000190734863,5.360000133514404,5.230000019073486,5.289999961853027,5.252776622772217,239358
2020-01-20,5.239999771118164,5.300000190734863,5.190000057220459,5.210000038146973,5.17333984375,168999
2020-01-21,5.179999828338623,5.210000038146973,5.119999885559082,5.150000095367432,5.113761901855469,121041
2020-01-22,5.119999885559082,5.179999828338623,5.079999923706055,5.130000114440918,5.093903064727783,289011
2020-01-23,5.099999904632568,5.159999847412109,5.070000171661377,5.090000152587891,5.054184436798096,226461
2020-01-24,5.110000133514404,5.199999809265137,5.070000171661377,5.099999904632568,5.064113616943359,267213
2020-01-27,5.090000152587891,5.090000152587891,4.965000152587891,5.010000228881836,4.974747180938721,337676
2020-01-28,5.03000020980835,5.079999923706055,4.96999979019165,5.039999961853027,5.004536151885986,312073
2020-01-29,5.019999980926514,5.110000133514404,5.019999980926514,5.099999904632568,5.064113616943359,160263
